,username,tweet,date
343,ManadoExpress,"Got Tersumbat Sampah, 5 Rumah di Kotabunan Terendam Banjir 
https://t.co/bhN6UpecgB #manado #sulut",2016-09-20T02:41:44.000Z
344,HanafiMaulana12,"Udah kena banjir pun, masih juga eksis. https://t.co/TMTsKCDkJf",2016-09-20T02:40:41.000Z
345,ezatfadzil,"@bam20807 kau ingat bnjir semalam sbb air laut smpai poli ke 😑
Smalam poli banjir sbb air tasik melimpah lahh.",2016-09-20T02:39:16.000Z
346,bam20807,@ezatfadzil banjir ke weyh kat situ?,2016-09-20T02:35:08.000Z
347,papermalaysia,BeritaHarian: Mangsa banjir di Selangor meningkat kepada 224 https://t.co/OKRdnC63Z8 #berita #beritaterkini #news https://t.co/QWqF8Gl3iY,2016-09-20T02:32:09.000Z
348,belengjabar,BREAKING NEWS: Banjir Bandang Rendam Puluhan Rumah di Cianjur https://t.co/z86SkBvOqs,2016-09-20T02:30:07.000Z
349,kulandai25,Bomba Selangor Sedia Hadapi Kemungkinan Banjir Besar https://t.co/QeaXazInXd,2016-09-20T02:27:38.000Z
350,jihahyusof97,Haaa Crystal Bay banjir ?!😥,2016-09-20T02:27:16.000Z
351,_aufahumaira_,@ainyoonn rumah sulli kne banjir kee,2016-09-20T02:24:37.000Z
352,bernamadotcom,Kerjasama kerajaan negeri Selangor diperlukan atasi masalah banjir https://t.co/3PTblZKGyi https://t.co/tBHnEf8bT8,2016-09-20T02:23:03.000Z
353,ini_tukangojek,@TataAirJakarta @ahok ga biasanya Kanal Banjir Timur (KBT) airnya berbusa kenapa ya ? https://t.co/ejlwYIkl7e,2016-09-20T02:22:52.000Z
354,bibahliliik,Banjir . . . banjir . . . banjir https://t.co/sgomA9EZzt,2016-09-20T02:22:27.000Z
355,PasangMata,#Banjir Banjir di Desa Suka Damai Kab Langkat Sumatera Utara https://t.co/ZdV6i7Ps0O,2016-09-20T02:21:17.000Z
356,EwanEwangiggs,@timomanullang @alpacino_masrie @Ndon08 @KopiToba wong cuma di mention masalah banjir kok langsung kesurupan...wekekekekek...,2016-09-20T02:20:47.000Z
357,arifinmhadi,Pelatihan FEWEAS (Sistem Peringatan dan aksi dini Banjir) di BPBD Jatim. @BNPB_Indonesia @infobencana @palangmerah https://t.co/PaCWaTXunc,2016-09-20T02:19:19.000Z
358,PuspitaFM,"#JMR #UpdateNews Banjir bandang di Pujiharjo, di idikasi karena rusaknya hutan di bagian Hulu Sungai Tundo | Via https://t.co/7BTTJIRksh",2016-09-20T02:17:58.000Z
359,fizamastar,"Roti canai banjir, nasi lemak and sambal tempe. RIP diet 😌",2016-09-20T02:16:20.000Z
360,Qmon6,"banjir sepaha ....
'
'
'
'
'
'
'
#KUCING",2016-09-20T02:15:41.000Z
361,ramalanmimpi,sedang menonton banjir:Akan mendapat rezeki #ramalanmimpi ##ramalanmimpi,2016-09-20T02:15:36.000Z
362,PRFMnews,09.04 RT @muhamad56666667: Banjir di wilayah Cidawolong Kecamatan Majalaya. https://t.co/EbbWwQeEQ3,2016-09-20T02:15:16.000Z
363,SyaNaaaaaaaa,@ayehMR Ahahaha tu banjir bilik la doh la xdop bumbung 😂,2016-09-20T02:15:12.000Z
364,miezone_somewan,jawapan padat untuk kes banjir yg melanda. guna akal untuk fikirkan dan renungkan. muhasabah diri https://t.co/sSOZnxLZgS,2016-09-20T02:15:08.000Z
365,K_Dunguscariang,"Mohon bantuan @diskamtam , akar pohon palm menghambat saluran air gorong"" penyebab genangan/ banjir https://t.co/50A5u2OMPT",2016-09-20T02:14:30.000Z
366,nasgortrasi,"Gmn mau beresin banjir di Jkt, kantornya sdiri kebanjiran... cuma PHP. https://t.co/buH75xmfV3",2016-09-20T02:11:43.000Z
367,ajibtoo,Tempat kau tak banjir ke?,2016-09-20T02:10:36.000Z
368,TofaLemon,"Isu yg mau diangkat di DKI adalah PLURALISME. Tapi pasangan ""pluralis"" ini tetap saja gagal cegah banjir di kantornya sendiri.",2016-09-20T02:09:29.000Z
369,dyahaditya,@ihaann hahahhaa samaa. Bb jg setahun isinya kelilik kota jepang jg kmrn. Banjir duit disana sih 😃,2016-09-20T02:07:03.000Z
370,TheBadung,Siapa warga klang? Adakah klang masih banjir?,2016-09-20T02:06:32.000Z
371,Triwiagung,"https://t.co/tMDPqAYyJ9 Banjir Order Youtube
#TimnasDay #Lek2an #NasiGorengIndonesia #WOWSelasa #ICUPro2FMxTFIVE_BNN #PonJabarKacau PDIP",2016-09-20T02:06:06.000Z
372,kismo_ok,Banjir & Longsor Pacitan PKPU Berikan Respin Cepat : https://t.co/6titwHCOV9,2016-09-20T02:05:18.000Z
373,muhamad56666667,@PRFMnews banjir di wilayah cidawolong kec.majalaya https://t.co/ssqeHIufUX,2016-09-20T02:04:56.000Z
374,koran_jakarta,"Masyarakat Diminta Waspadai Banjir, https://t.co/46EfYQ6HBc",2016-09-20T02:04:38.000Z
375,acuzetyzain,@tqah916 umt banjir???spa umt tu???,2016-09-20T02:04:31.000Z
376,tqah916,@acuzetyzain dulu umt banjir kena naik sampan mak oii...sbb dekat ngn pantai,2016-09-20T02:03:36.000Z
377,DaerahJAMBI,Banjir Lagi https://t.co/r3udL9RPAv,2016-09-20T02:02:42.000Z
378,kismo_ok,Respon Cepat PKPU Tangani Banjir dan Longsor Pacitan : https://t.co/yFzHgczbXH,2016-09-20T02:02:39.000Z
379,jbrynto,"@sargitz dihati gua, banjir cintanya dia",2016-09-20T02:02:27.000Z
380,NetJateng,NET JATENG - BANJIR CILACAP: https://t.co/WiUO1Y8TXP via @YouTube,2016-09-20T02:02:05.000Z
381,sargitz,@jbrynto banjir dimana?,2016-09-20T02:01:58.000Z
382,kasejecng,@kmingyuv banjir ah urg :)),2016-09-20T02:00:56.000Z
383,tashotasha,Hari ni makan gaji buta. Tempat banjir 😂 https://t.co/ZsynyldfQO,2016-09-20T02:00:15.000Z
384,bluxmccn,@ironxmxn anti banjir ga? Kalau iya aley beli,2016-09-20T01:59:58.000Z
385,PerakToday,15 keluarga di Pantai Remis Terjejas Akibat Banjir https://t.co/s0B9IGk6VF #peraktoday,2016-09-20T01:59:49.000Z
386,bnbbc13,"Air pasang besar: Kuala Muda, Pantai Remis banjir",2016-09-20T01:59:32.000Z
387,bernamaradio,224 mangsa banjir ditempatkan di tiga pusat pemindahan di sekitar Selangor setakat 9 pagi - Bomba,2016-09-20T01:59:28.000Z
388,BangunID,"Atasi Banjir Jakarta, Kementerian PUPR Bangun 2 Bendungan Kering https://t.co/LFFwWLtg1E",2016-09-20T01:59:08.000Z
389,bharianmy,"Kerajaan Persekutuan, Selangor perlu bekerjasama atasi masalah banjir - Noh https://t.co/XBNAz6EBKD",2016-09-20T01:58:51.000Z
390,mynewshubENG,15 Keluarga Di Pantai Remis Alami Banjir: IPOH – Seramai 76 orang daripada 15 keluarga di… https://t.co/r6rJ0FxqjN,2016-09-20T01:58:41.000Z
391,asetiaji,"@Yusrilihza_Mhd @detikcom  tenang prof banjir sdh masuk balaikota, tanda2 alam kalau hujan dan banjir marah di hina terus sm petahana",2016-09-20T01:57:08.000Z
392,UMonline,224 penduduk ditempatkan di tiga pusat pemindahan banjir di Selangor https://t.co/fCi5o8rMd5 #utusanonline… https://t.co/f2gDOUybne,2016-09-20T01:54:40.000Z
393,RadioGeFM,#LintasBeritaGeFM #PACITAN ⇨ Terus Banjir Hingga Pintu Air Kelar [[https://t.co/k0CaR4Tslg ]],2016-09-20T01:54:09.000Z
394,tjiliwoeng,Kementerian PUPR Membangun Dry Dam untuk Atasi Banjir Jakarta https://t.co/ucoizPeA3N Ciliwung via BeritaDaerah,2016-09-20T01:53:44.000Z
395,itchyfeetsue,Sejukkkk la weh. Sure island banjir.,2016-09-20T01:53:25.000Z
396,Dr_superr,"Musim Hujan & Banjir, Rajin-rajinlah Cuci Tangan Pakai Sabun",2016-09-20T01:51:59.000Z
397,vikry_alzufry,Panitia @the_nextdev  angkatin dunk sampah nah ntr bau 😂😂 dan banjir hahah . #NextDev2016 #UntukSamarinda,2016-09-20T01:51:55.000Z
398,dahlandahi,"SURAT TERAKHIR GURU INI BIKIN NETIZEN BANJIR AIR MATA

Ia menuliskan surat itu untuk setiap orang yang mencintai... https://t.co/5LM4RYdu39",2016-09-20T01:51:23.000Z
399,tabloidimaji,"Banjir Rob Genangi Kawasan Medan Bagian Utara, Sekolah Dasar Diliburkan @BNPB_Indonesia @infoBMKG @InfoBanjirV2… https://t.co/F5NGUnmBif",2016-09-20T01:51:16.000Z
400,h_handoko_9,@temponewsroom sedia perahu karet seblm banjir.,2016-09-20T01:50:40.000Z
401,YusibanaS,Brooooo itu bukan banjir cuma tergenang aja ko ha ha ha ha ha (biar ada kelihatan ngelesnya) https://t.co/Xu5KtwHWAe,2016-09-20T01:49:43.000Z
402,noorfaizzan_,@SchaHyra_ @sherrra_ tak banjir dah tapi kalau kau takda air boleh je ambik di tasik psis ini,2016-09-20T01:49:17.000Z
403,DenCyberia,Ke[banjir]an https://t.co/BBeuvwG9Ff,2016-09-20T01:49:08.000Z
404,dimas_wid,"Kawasan kantornya jg banjir..jd dia bs apa??""@kompascom: Ketika Ahok Gusar pada Kawasan yang Sering Tergenang. https://t.co/H0c6VEaRHK""",2016-09-20T01:44:30.000Z
405,wacanaisme,"Apakah ada hal2 lain yg bisa bantu atasi banjir? Ya: normalisasi kali-sungai, daerah resapan, banjir kanal dst. Tapi apakah cukup?",2016-09-20T01:44:25.000Z
406,TheGalauman,"Banjir di Jakarta itu salah satu penyebabnya adalah jomblo, yang selalu berdoa minta hujan",2016-09-20T01:44:16.000Z
407,DaerahPalembang,Banjir Lagi https://t.co/mcJei8sl1p,2016-09-20T01:44:16.000Z
408,MoonMazlan,Jangan laa banjir lagiiiii 😭😭😭😭,2016-09-20T01:43:49.000Z
409,Ugiepratama_,Dari UP msh ngejedok dimari Indonesia klo ga macet ya banjir (at Stasiun Tanjung Barat) — https://t.co/p8AxexndZA,2016-09-20T01:42:15.000Z
410,belengsumsel,Banjir Lagi https://t.co/Ija2fSDRyN lewat sripoku,2016-09-20T01:42:12.000Z
411,Nova_Hafidzah,"Banjir di Jakarta, Koh Ahok Salahkan Lurah https://t.co/5t6h2VGja0 https://t.co/ABhO3TaamR",2016-09-20T01:42:00.000Z
412,nadhieyrah,"Kaki melecet, smp bilik, bkak bag, bag banjir bertakung air tumpah, habis basah buku2, pencil box semua 😢",2016-09-20T01:41:32.000Z
413,SoviIsni,"Jalan inpres 12, komplek patal kel gaga kec. Larangan tangerang.. coba di cek aja pak :) setiap hujan banjir https://t.co/xmzCRdlnuY",2016-09-20T01:41:20.000Z
414,wacanaisme,". @sosmedbw aku mau Jakarta yg lebih kuat menghadapi banjir hujan pun banjir rob, dan aku pikir reklamasi & sea-wall bisa membantu itu.",2016-09-20T01:41:01.000Z
415,alexbejo,"Drone efektif digunakan untuk liputan banjir, bencana alam, demonstrasi, sport, landskap, dst. #KampusKompasTV",2016-09-20T01:40:42.000Z
416,UtaraNews,"Alasan Bodoh DAP Pulau Pinang Mengenai Masalah Banjir Di Negeri Tersebut!! 
https://t.co/WPuYIId4IG",2016-09-20T01:40:16.000Z
417,MullSaja,"Konon klo mimpi kebanjiran, itu tandanya bakal ada rejeki datang. Klo banjir alam nyata, itu ada yg salah :-D @ndon08",2016-09-20T01:39:57.000Z
418,ila_dalilah32,"kalau banjir, tk pyhlah balik sel, duk ganu jaa aha",2016-09-20T01:39:39.000Z
419,SoviIsni,@DkpTangerang @PerjakaGesit @Kota_Tangerang dalam.keadaan banjir :) https://t.co/qjGG9L6ENI,2016-09-20T01:39:29.000Z
420,zurahamy,Morning.. hari ni sarapan nasi lemak dgn roti canai banjir... hidup utk mkn betul aku ni.. haha.. Alhamdulillah rezeki,2016-09-20T01:39:20.000Z
421,sripoku,Banjir Lagi https://t.co/sLIiOvzZMG lewat @sripoku,2016-09-20T01:38:46.000Z
422,SchaHyra_,@noorfaizzan_ @sherrra_ jann poli banjir lgi kee rumah ku tiada air nii 😥😥,2016-09-20T01:38:26.000Z
423,IMulawarman,Banjir dikantor si Anjirr😂😂😭😭 https://t.co/fQYT8u3vvq,2016-09-20T01:38:23.000Z
424,IDAnimeFans,"Ada 4 opsi kalau banjir udh sampe daerah sini..

1. Mutar balik,cari jalan lain (sapan recomended walau banjir... https://t.co/DH2LKKDYoi",2016-09-20T01:38:05.000Z
425,akriminalisasi,https://t.co/ZK1r1f8ilQ : Korban Kriminalisasi Kasus JIS Banjir Dukungan https://t.co/Q4kITdz2Jo #antikriminalisasi,2016-09-20T01:37:56.000Z
426,_fahimaiman,takut pulak hujan lama tak benti benti ni dgn skrg musim banjir pulak dah start em,2016-09-20T01:37:26.000Z
427,alexbejo,"Saat bunderan HI-jalan Thamrin-Istana Negara banjir thn 2013, @KompasTV terbangkan drone tuk kerja jurnalistik pertama kali #KampusKompasTV",2016-09-20T01:37:15.000Z
428,syamsurizal20,@sandi_tarantula @bang_dw @lingkarannews DI ATAS GENTENG❗PHOBIA SAMA BANJIR ❓,2016-09-20T01:37:10.000Z
429,hmtengah,"224 mangsa banjir drp 52 keluarga dipindahkan di Kg Tok Muda, Klang; Kg Tok Adam, Tg Karang & Kg Sg Air Tawar, Sabak Bernam sehingga 8pg ini",2016-09-20T01:36:56.000Z
430,FaridzSam,Lebat nya hujan...semoga bilik aku tak banjir...kelupaaj ttup tingkap...ermmmm,2016-09-20T01:36:13.000Z
431,detikcom,Banjir Rendam Jalan Percetakan Negara https://t.co/rcZT7Ovdrr via @detik_foto,2016-09-20T01:36:09.000Z
432,bangts_jimin,Yg mtnya ga kebales maafkan. Mentab banjir 😂😂,2016-09-20T01:35:10.000Z
433,DulurPalembang,Banjir Lagi https://t.co/cbVFgUIPt8,2016-09-20T01:34:33.000Z
434,InfoSumseL_,#KabarSumseL Banjir Lagi https://t.co/CQF03Swzih,2016-09-20T01:34:31.000Z
435,KPUOI,Banjir Lagi https://t.co/b6lbrcPl5h,2016-09-20T01:34:09.000Z
436,Teguhhx,"#NewsSumsel Banjir Lagi: Bertepatan dengan waktu malam lebaran Idul Adha kemarin, hampir seluruh wilyah Palem... https://t.co/wjbrpAlR3F",2016-09-20T01:34:03.000Z
437,fatynadylla,@Farahw_ rumah sewa korang banjir jugak ke ?,2016-09-20T01:34:00.000Z
438,tiaratna7122,Tina Dutta Banjir Ucapan Perpisahan Saat Uttaran Episode Terakhir Dita https://t.co/cf4xVMvUyU,2016-09-20T01:33:26.000Z
439,aningratnasiwi,Masih dikepung genangan air #citengah #tegalsari #sidareja #banjir  @info_Sidareja https://t.co/j5l7pP8PE2,2016-09-20T01:33:11.000Z
440,harizaizat11,"Banjir air pasang besar, 34 keluarga didaftarkan di Pusat Pemindahan Sementara Dwn Kg. Tok Muda https://t.co/0bClNQOPgS via @@drdaroyahalwi",2016-09-20T01:32:58.000Z
441,MalaysiaEdition,BOMBA Sedia Menghadapi Sebarang Kemungkinan Berlakunya Banjir di Selangor https://t.co/2RqGlQsblG,2016-09-20T01:32:39.000Z
442,bharianmy,67 penduduk di Pantai Remis dipindahkan akibat banjir https://t.co/uzEciWznM5,2016-09-20T01:32:26.000Z
443,CaantikImutt,▶ https://t.co/WHEbUECTem ←← #bokep #bokepstreaming #bokepsmp Video Metode LPP Banjir Lagi,2016-09-20T01:32:23.000Z
444,sipekmoshi,"Banjir (@ AEON Bukit Tinggi Shopping Centre in Klang, Selangor) https://t.co/isU3Q0Zm8K",2016-09-20T01:32:14.000Z
445,combatandabo72,"@Cobeh64 itu boom seberapa yg di kirim,klw blm nyadar juga mngkn rmhnya yg banjir",2016-09-20T01:31:33.000Z
446,YusibanaS,Kan cuma tergenang bukan banjir ya he he he he he he he he he https://t.co/6KOUeNyI4Q,2016-09-20T01:31:23.000Z
447,GLX_Exy95,"@GLX_Jin96 iya benerr sampe di fb banjir ucapan chukkae chingu wkwkk
Hooh.. Biar keren di folbek bias wkk 😂😂😂😂[]",2016-09-20T01:30:26.000Z
448,ACTforHumanity,"Daging Kurban itu Bahagiakan Korban Banjir dan Pemulung

https://t.co/PxmWwOh86D

#SemuaBahagiaBerqurban https://t.co/lWhqhmiBro",2016-09-20T01:30:16.000Z
449,dimas_wid,"Dan itu banjir utk yg kesekian kalinya..bener2 ga becus urus banjir""@Cobeh64:
Kantor Ahok Tergenang Banjir Sebetis
https://t.co/ei5vihYhkq""",2016-09-20T01:29:54.000Z
450,PemburuDajjal07,Jakarta Masih Rapuh Menghadapi Banjir.. https://t.co/QzautwzFPK.,2016-09-20T01:29:17.000Z
451,AmirLzzuan,gg klang banjir. bnyk trbs rosak. air pasang besaq smpai naik lepas pagaq. lulls,2016-09-20T01:29:04.000Z
452,SulthanMunir,Warga Protes Proyek Pembangunan Jembatan Sirnoboyo yang Jadi Penyebab Banjir https://t.co/2awGVfdoq6 https://t.co/oKjriWStHv,2016-09-20T01:28:57.000Z
453,eizzahrhmt,PSIS banjir lagi ke?,2016-09-20T01:28:28.000Z
454,SINNOB_Gear,"Saat bermotor & menerjang banjir, sepatu boots berkualitas https://t.co/v1a7ZiJDgO untuk melindungi kaki #RajaMotor https://t.co/wk6VP5H9iv",2016-09-20T01:27:02.000Z
455,AepEtje,Moga gak banjir https://t.co/RQjg7Wfg5t,2016-09-20T01:26:36.000Z
456,mbiblee,@rlsharley sini ku civok ampe banjir,2016-09-20T01:25:31.000Z
457,BengkalisID,DUMAI - Sejumlah warga di Kota Dumai menyebutkan kejadian banjir di pemukiman dan ruas jalan yang kini terjad... https://t.co/wOaJQvJIo5,2016-09-20T01:23:49.000Z
458,lovely_hwi_shop,"FRUTABLEND Laris,Banjir Order tiap hari cin,ARTIS jg pke FRUTABLEND,INFO Order: bbm 5FC5C9E0 WA 087784633483 https://t.co/qqauVHUiRN",2016-09-20T01:22:20.000Z
459,ceritapalembang,Banjir Lagi https://t.co/7WL5Yy3bPb,2016-09-20T01:22:16.000Z
460,TuitPalembang,#TuitPalembang Banjir Lagi #Palembang #Tuit,2016-09-20T01:22:16.000Z
461,kumpulanPLG,Banjir Lagi https://t.co/imU06fZY3m,2016-09-20T01:22:15.000Z
462,GiloPalembang,Banjir Lagi https://t.co/EBgxASu5FD https://t.co/ij5ThOnHyt,2016-09-20T01:22:13.000Z
463,BernamaNews,Sebanyak 13 kawasan di lima daerah di Selangor dilanda banjir akibat limpahan air laut berikutan fenomena air... https://t.co/M3vKPOKo6n,2016-09-20T01:21:52.000Z
464,lontaranews,"Kantor Ahok Tergenang Banjir, Netizen: ""Masih Berani Nantang Tuhan, Hok?"" - https://t.co/ezx6hFCXqi https://t.co/E9hW9JEY2o",2016-09-20T01:19:35.000Z
465,bpbdjateng,"@BNPB_Indonesia Kab. Banyumas
Terjadi banjir, pada tanggal 17 September 2016, pukul 02.00 WIB ... https://t.co/MX2FVsdZoT @ganjarpranowo",2016-09-20T01:18:56.000Z
466,Roy297,Banjir Lagi https://t.co/47RjECl6j9 lewat @sripoku,2016-09-20T01:16:47.000Z
467,nanagurlz87,"Innalillah,
Baru tahu pantai remis kat pulau indah terkena air pasang besar, habis banjir teruk kawasan resort... https://t.co/AL7VHQc65n",2016-09-20T01:16:24.000Z
468,EwanEwangiggs,@Ndon08 Berarti makmur banjir nya...Bihihihik...colek nenek rempong @timomanullang ;))),2016-09-20T01:16:24.000Z
469,luffy_mar7,Rumah sewa aku pernah air lalu paras buku lali. Mintak bantuan banjir dekat DO Mersing tak dapat sebab air lalu je. Babi.,2016-09-20T01:16:21.000Z
470,Mulyono_Surya,@Takviri woy banjir woy 😂,2016-09-20T01:15:37.000Z
471,bbaekbbyun,@meatinlove gak banjir anjir. Ini sebelahnya ada kali,2016-09-20T01:15:23.000Z
472,GLX_Ayeoni93,@GLX_KSY96 @GLX_Hwangeun98 wkwk banjir full xD,2016-09-20T01:15:22.000Z
473,sariayu1234523,"@lsmkipang @mawaluddin @BudiKaryaS @jokowi @KPK_RI kok bisa rubuh, banjir apalagi?",2016-09-20T01:15:18.000Z
474,Mulyono_Surya,@Takviri @koeztri woy kantor ahok banjir 😂😂,2016-09-20T01:15:11.000Z
475,infokaltim,"Balikpapan Dikepung Banjir, Jalan Protokol Kerap Lumpuh - Jawa Pos (Siaran Pers… https://t.co/PSHrT7NxUA #balikpapan",2016-09-20T01:13:29.000Z
476,infokaltim,Banjir Lumpur Akibat Pembukaan Lahan | Balikpapan Pos - Balikpapan Pos https://t.co/4qn4PJ7uie #balikpapan,2016-09-20T01:13:27.000Z
477,zatyfarhani,adik cakap Hang Gila Ka Cita Sedih Tapi Hang Gelak??!! kalau aq tngk sorang2 rasanya dah banjir.. 😅😅,2016-09-20T01:11:36.000Z
478,kataa2_motivasi,Kita harus terus membangun tanggul keberanian untuk menahan banjir rasa takut,2016-09-20T01:10:57.000Z
479,muhsinu24867875,Banjir Longsor Kepung Cilacap https://t.co/VFBNSUQ7wH,2016-09-20T01:10:54.000Z
480,_kakksyaf,Kat Tanjung Karang takde banjir kannnnn,2016-09-20T01:10:41.000Z
481,ACTforHumanity,"Hujan Lebat Lumpuhkan Tasikmalaya, 700 Rumah Terbenam Banjir

https://t.co/ETCS4TZINe

#LetsACTIndonesia https://t.co/4vOQQaIT8Y",2016-09-20T01:10:11.000Z
482,MarioSjono,"@EndodiK @spardaxyz @bjakarta171 @SuaraIslamOn Banjirnya pindah2 Kang, susah diurus. Eh, tetiba nyambangin BK biar keurus. Gentle si banjir.",2016-09-20T01:09:08.000Z
483,dayatia,Cukup sudah soal kampanye kafirnya. Sudah ngeh semua. Mainkan isu dimana banjir dan macet tak jg selesai. Malah makin banyak,2016-09-20T01:08:53.000Z
484,EndodiK,"Ha ha
Ogah cuti alasan urus banjir
Emang selama ini kemana Gajah?
@AjengCute16 @Gemacan70 @TofaLemon @macan_utara https://t.co/LXHkbhiffU",2016-09-20T01:08:49.000Z
485,wnatrsya,wifi kena langgar dgn banjir ke lembab sgt,2016-09-20T01:08:44.000Z
486,Rusydi_Waskita,pokoknya sejak laut utara jakarta di reklamasi @basuki_btp @temanahok hujan sedkit aja jakarta banjir.. biar pribum… https://t.co/r3BFxiwkaK,2016-09-20T01:08:26.000Z
487,_kakksyaf,"Pantai Remis banjir.. Kapar, klang banjir. Huhu.. Tetiba je..",2016-09-20T01:07:59.000Z
488,GLX_KSY96,"@GLX_Ayeoni93 @GLX_Hwangeun98 ga bocor, cuma banjir",2016-09-20T01:07:52.000Z
489,tranlator098,Kostrad juga mengerahkan puluhan personelnya untuk membersihkan lingkungan dari sisa-sisa banjir. https://t.co/40d7aQnmo4,2016-09-20T01:05:46.000Z
490,EndodiK,"Ha ha
Cuti 0gah, alasam urus banjir, gedebus
Emang selama 4 tahun kemana gajah?
@MarioSjono @spardaxyz @bjakarta171 https://t.co/LXHkbhiffU",2016-09-20T01:05:22.000Z
491,dipa_djaja,Jadi mana yang bener? Benerin yang miring atau memang ambruk? Kok kayak banjir dibilang genangan ya.. #eh https://t.co/Q8W9RdgjET,2016-09-20T01:05:01.000Z
492,mardisahendra,"Banjir dan Longsor Pacitan, PKPU Berikan Respon Cepat: https://t.co/EWeRnnJkk8",2016-09-20T01:04:28.000Z
493,mardisahendra,PKPU Bantu Bersih-Bersih SD Terdampak Banjir di Pacitan: https://t.co/yDqrRSywVC,2016-09-20T01:04:03.000Z
494,AmirahAsmuni,Banjir ? 😱,2016-09-20T01:03:50.000Z
495,newsmediacoid,BPBD Lebak Siaga Banjir dan Longsor https://t.co/7v5radi7u5 https://t.co/JxZIkaI3a9,2016-09-20T01:02:03.000Z
496,MarissaP72,"Jadi Langganan Banjir, Gudang Obat Direnovasi https://t.co/wunH9mItAG share @irawan_fan28",2016-09-20T01:02:02.000Z
497,HumasDenpasar,"Minimalisir  Banjir  Saat Musim Hujan, Denpasar Rutin Bersihkan Sungai @ProDenpasar https://t.co/rPDW8revwj",2016-09-20T01:01:24.000Z
498,InsJournal,Berita Harian > 132 di tiga pusat pemindahan banjir di Kuala Muda https://t.co/Cw3qokEBTl,2016-09-20T01:00:46.000Z
499,KiddoID,"Selamat pagi, sahabat Kiddo! Musim hujan begini, kemungkinan banjir datang nih. Makanya, kita mesti berusaha... https://t.co/IPJ1ZooChr",2016-09-20T01:00:03.000Z
500,KiddoID,"Selamat pagi, sahabat Kiddo! Musim hujan begini, kemungkinan banjir datang nih. Makanya, kita mesti berusaha... https://t.co/IPJ1ZooChr",2016-09-20T01:00:03.000Z
501,Otty_Hamid,"@maspiyungan program ahok jkt bebas banjir,malah banjir masuk kantornya.ahok bicara pake bokong",2016-09-20T01:00:01.000Z
502,sisca789,@o_pripot  Prestasi kelelep krn banjir doa... wkwk #aher#,2016-09-20T00:59:43.000Z
503,Balitoday,"Dilanda Banjir, Warga Denpasar Keluhkan Saluran Irigasi - Jawa Pos… https://t.co/QPTQKFJhsS #denpasar #balitoday",2016-09-20T00:59:09.000Z
504,yunitaproborini,#TETANGGA #OZTERBANGPAGI karena banjir banyak orng yg mandi @ozradiobandung,2016-09-20T00:57:19.000Z
505,DODY_PASCAL,"Ketika Banjir Melanda..
Bulu (Jabatan) Tak Dipandang 

#latepost #banjirekonomi [pic] — https://t.co/llOh4jnkca",2016-09-20T00:56:45.000Z
506,dayatia,"Klu Ahok menang, mungkin harus berhenti ngomongin Ahok. Toh DKI maunya dia.

Pindah KTP deh habis itu.

DKI makin banjir dan macet ya sudah",2016-09-20T00:55:38.000Z
507,jawabarat_info,"INFO JABAR | Banjir dan Longsor Masih Mengancam, Ini Catatan BNPB Terkait Bencana di Tasik… https://t.co/029M50cBG8",2016-09-20T00:54:20.000Z
508,Nuuyanii,"Di luar ujan, dan di hidung banjir 😅😁😝😷😷",2016-09-20T00:53:27.000Z
509,syahidd97,"Mmg cantek redah hujan separuh badan lencun, redah banjir depan kolej, dah sampai dapat... https://t.co/W55oLUXCYG https://t.co/wV58aDFmEB",2016-09-20T00:53:06.000Z
510,InfoHutan,"[Info Hutan] Hutan Rusak Karena Ulah Manusia, Inikah Penyebab Banjir di Desa ... - Surya… https://t.co/2wNT7GKUqa",2016-09-20T00:52:54.000Z
511,dadi_Waa,"Pada kunjungan ke 3 ini, baru sadar jika penyebab banjir pertama bulan Juli adalah jebolnya cek dam di kali Tundo. #Pujiharjo",2016-09-20T00:50:38.000Z
512,dadi_Waa,"Kalau bulan Juli lalu kita prioritas bantu korban kali Purwo, karena nyaris tak ada yg bisa kita lakukan untuk banjir kali Tundo #Pujiharjo",2016-09-20T00:48:02.000Z
513,dadi_Waa,"Ternyata emang lebih parah dari banjir bulan Juli kemarin. Rumah rusak bahkan hanyut, material sungai dijalanan. #Pujiharjo",2016-09-20T00:46:39.000Z
514,zaim_ramli,@jembalanque redah banjir di Port Klang misalnya.,2016-09-20T00:46:02.000Z
515,loncin18,"realistis, di beberapa tempat improvement nya terlihat, tp kalau anda half empty psti lihat nya akan selalu dr yg masih banjir. gk 100% bisa",2016-09-20T00:45:03.000Z
516,bingbangk,Padahal kabelnya sudah dibersihin ya.. Kenapa kok masih banjir?  Berarti nggak terbukti penyebab banjir krn kabel??? https://t.co/uMGDzmOK9s,2016-09-20T00:44:53.000Z
517,lalisaahh,@iTaeyongg @chuscjung jangan jangan! /? kalo pilih lisa nanti jakarta gak banjir!!/? ayok pilih! .g,2016-09-20T00:44:31.000Z
518,dadi_Waa,"15 Sep kemarin ke Pujiharjo yang kabarnya kembali banjir. Bulan Juli sempat ke sana 2x, tgl 10 dan akhir bulan gt. #Pujiharjo @bpbd_jatim",2016-09-20T00:44:14.000Z
519,CaityB_RP,@bryzekk di jakarta banjir,2016-09-20T00:42:50.000Z
