,username,tweet,date
1098,OdyiusJacare,@SiBonekaKayu gara2 qutang m cd banjir dh balekota,2016-09-19T14:02:34.000Z
1099,kompasiana,Banjir Keringat Cicipi Hidangan Khas Manado https://t.co/g5lSDFUDyz,2016-09-19T14:02:21.000Z
1100,TyRoyani,Medan ini parah kali yaa skrg klo udah ujan.. Banjir di mana2. Apalagi masuk marelan..,2016-09-19T14:01:45.000Z
1101,lvlyzmiijoo,@nnhcyts @Seolaa_ bicik lagi banjir,2016-09-19T14:01:40.000Z
1102,PijaPijott,"Tengok group sekolah rendah, rumah diorang banjir. Moga semua dilindungi.",2016-09-19T14:00:01.000Z
1103,arinerina,Drama jugak tadi.banjir klia 😭😭,2016-09-19T13:59:51.000Z
1104,DanishHanafi1,@r0sdiyana banjir dengan nama awak je,2016-09-19T13:58:04.000Z
1105,muhamma94109350,"Diguyur Hujan Lebat, Kantor Ahok Kebanjiran,,,coba aje digusur biar g banjir,,@1MenujuDamai",2016-09-19T13:57:40.000Z
1106,alhayun,"@didienAZHAR itu biar lebih dekat dan mudah untuk di perhatikan, jadi ahok gk jauh2 lagi untuk mantau banjir :D",2016-09-19T13:57:17.000Z
1107,NurFarishaa_,@nurulatiqahNAY tepi longkang komfem tak banjir. Tumpang bahu tiqah nnti banjir 😂,2016-09-19T13:56:58.000Z
1108,chaecyos,@leectaeyong banjir keringet nya oy,2016-09-19T13:56:58.000Z
1109,wista_leriyani,banjir rek,2016-09-19T13:56:42.000Z
1110,UNOJIHO97,@UNOTzuyu99 ga nangis cuman banjir dalem ati :)),2016-09-19T13:56:38.000Z
1111,IdaNday06,Banjir air mata deh 😢😭 sedih bgt nasib galang n cinta gimn nantinya nih?? 😢😭 @Leo_Consul @yukikato #CintaYangTertukarEps22 @ASPCINTAYANGTER,2016-09-19T13:55:41.000Z
1112,OdyiusJacare,@micbudiarso bale kota kok banjir sich @MbahUyok @Laudy_syarief @Ndon08 @Restyies @tbayupatti @singa_com,2016-09-19T13:55:01.000Z
1113,sjamsu_rahardja,Sudah banjir tertimpa ambrolan atap. Ultimate experience.. https://t.co/UuCeOfhWnF,2016-09-19T13:54:23.000Z
1114,andridelft,"Parah, bisanya cuma nyalahin bawahan »» Ahok Salahkan Lurah Ketika Terjadi Banjir di Kompleks Menteri https://t.co/bc2lEv1XQ5",2016-09-19T13:53:02.000Z
1115,sonora_bdg,"Banjir Rendam Rumah, Ratusan KK di Tiga Desa Terpaksa Dievakuasi https://t.co/ESmHAK4bRc via @tribunjabar",2016-09-19T13:52:02.000Z
1116,solobanget,#Boyolali Banjir Hambat Rehab Jembatan Bugel https://t.co/HyoxynenAn,2016-09-19T13:51:45.000Z
1117,piimtha92,Si canu lagi banjir mr kayaknya. Mata udah +-5 watt lagi -_-,2016-09-19T13:51:20.000Z
1118,AmirulRA93,Banjir Klang..on-call di rumah la malam ni..,2016-09-19T13:50:53.000Z
1119,b2erbie,@NUT98LUKA @jinreyc @uniccoln @juwleit @peliuncez @rlsharley @ayiurl @exdbaby @blackuin @shnyeeun_ banjir bandang ngatain nipu segala macem,2016-09-19T13:50:09.000Z
1120,r0sdiyana,@DanishHanafi1 hati awak ada sungai ke nak banjir?,2016-09-19T13:49:58.000Z
1121,krycistal,@GLX_KSH95 gatau tiba2 buka acc sebelah udh banjir aja dituduh2 org. Rame pula yg dia tuduh,2016-09-19T13:48:17.000Z
1122,SpiritRiau,Diskes Dumai Tegaskan Banjir Pasang Laut Membawa Penyakit https://t.co/Hp43MyqO88,2016-09-19T13:48:14.000Z
1123,SHI_RA_HA_TA,Poli banjir teruk. Dah la dekat dgn laut :/,2016-09-19T13:47:37.000Z
1124,Agung_2023,Banjir Promo Seru Khusus Perempuan di Bulan September https://t.co/BYilYs3AcK https://t.co/JFGAhpHZvO,2016-09-19T13:47:15.000Z
1125,nazihahraihan,@YayaSaari apssl lah tu nak nangis. Tahulah selangor banjir,2016-09-19T13:46:46.000Z
1126,DanishHanafi1,@r0sdiyana jngn lah banjir dekat rumah awak...minta2 banjir di hati saya,2016-09-19T13:46:44.000Z
1127,tondimuh9,nah.. pertanyaan ini cocok utk @basuki_btp terkait banjir di kantornya https://t.co/bmBrReZvFT,2016-09-19T13:46:01.000Z
1128,FerrySoSweet189,"Bisa jd karena banjir dahsyat itu sebagian besar daratan berubah jd lautan, & bisa jd indonesia dulunya adalah negeri saba yg melegenda.",2016-09-19T13:45:58.000Z
1129,randitorizky,"@heyimdoni @joshkarisma semarang njir ,emg sering banjir",2016-09-19T13:45:39.000Z
1130,r0sdiyana,"matilah nak kalau hujan lebat malam ni, banjir lah rumah aku",2016-09-19T13:45:27.000Z
1131,ezzsham,@Adycar_putra selalunya dkt sini klu slps hujan apa yg diharapkn jgn banjir je,2016-09-19T13:45:11.000Z
1132,Dayak_Crew,Banjir itulah yg menjadi salah satu alasan kenapa ibukota bandung dipindahkan dr daerah Krapyak(DayeuhKolot) ke bandung tengah,2016-09-19T13:45:02.000Z
1133,Dayak_Crew,"Dan ternyata banjir tidak terjadi hnya pd saat skrg sja, dr dulu sungai ini sudah sering meluap, tp skrg lbh parah :)",2016-09-19T13:44:01.000Z
1134,Apexbad,Banjir banjir,2016-09-19T13:43:59.000Z
1135,awasbanjir,"#beritabanjir saya keluar tol belum bergerak, apa ada pohon tumbang? Banjir? https://t.co/KC7D3hjhpE",2016-09-19T13:43:33.000Z
1136,husnasuhaili,@ainathrh_ @The_Dreamers97 kawasan pantai je kot yang boleh banjir tu. Politeknik Sabak kan tenggelam jugak,2016-09-19T13:43:11.000Z
1137,BandungINFO_KU,https://t.co/WnPuGJmhiq Korban Banjir Rob Sesalkan Tiap Anggota DPRD Demak Dapat Mobil Baru - Okezone https://t.co/QXeTEvsNCx #suzukiBANDUNG,2016-09-19T13:42:48.000Z
1138,jawabarat_info,https://t.co/VZ6873lwp5 Korban Banjir Rob Sesalkan Tiap Anggota DPRD Demak Dapat Mobil Baru - Okezone https://t.co/HNEWDynG7G #suzukiBANDUNG,2016-09-19T13:42:48.000Z
1139,KopoBDG,https://t.co/tnqoScNuvk Korban Banjir Rob Sesalkan Tiap Anggota DPRD Demak Dapat Mobil Baru - Okezone https://t.co/uFDBXLa7Dx #suzukiBANDUNG,2016-09-19T13:42:48.000Z
1140,cari2info,KLIK> https://t.co/PF3sZjALVn Korban Banjir Rob Sesalkan Tiap Anggota DPRD Demak Dapat Mobil Baru - Okezone  #iklan #Bandung,2016-09-19T13:42:47.000Z
1141,husnasuhaili,"@The_Dreamers97 @ainathrh_ hahah en? takut aku. dia takhujan weh, air tu pasang gila tu boleh banjir tu",2016-09-19T13:42:01.000Z
1142,fakhirahusaini,Risau ni klang dapat amaran banjir dah. Semua kerabat aku kat situ ni hm,2016-09-19T13:41:59.000Z
1143,MasErfan,"Setau gw sih, tu kantor cm ad banjir di eranya pak ahok...

Tp Cebong kan seneng ma aer... 
Bisa bebas berenang kmana2... 😂",2016-09-19T13:41:46.000Z
1144,Adolf_Zog,"Kantor aja kebanjiran gitu gaya2 paling hebat atasi banjir,ibarat kata pengamat alam menyerang tepat di jantung pertahanan ko ahok yg jumawa",2016-09-19T13:41:25.000Z
1145,FerrySoSweet189,Tapi karena dulu penduduknya berpaling/ingkar terjadilah banjir besar yg disebabkan runtuhnya bendungan ma'rib.,2016-09-19T13:41:24.000Z
1146,januaramadh,Tumben gak banjir https://t.co/UtnQ3mBsLY,2016-09-19T13:41:21.000Z
1147,achik_ezam,"@hamdanalias83 amin, moga banjir poket atau akaun bank dengan uang ringgit melimpah. Amin amin amin wataqoballahuwaminkum.",2016-09-19T13:40:31.000Z
1148,sabarinaNM,Depan kost banjir. Hujan kaga yang di pikiran wedang jahe. Hahah🙄🙄🙄 [pic] — https://t.co/ZtxreGYfMe,2016-09-19T13:39:53.000Z
1149,flinstone_mr,"Janji @jokowi meleset, @basuki_btp jg gagal urus banjir, waduhhhhh @Yusrilihza_Mhd @temanAhok https://t.co/TLTLK8Ms9K",2016-09-19T13:38:52.000Z
1150,hafizudin_mj,@Zuzuhayl hahaha amin for banjir or what?,2016-09-19T13:37:29.000Z
1151,SymrAzman,Poli aku banjir masuk berita harian hahaha tak sangka,2016-09-19T13:37:02.000Z
1152,shamimiashari,lmao politeknik banjir,2016-09-19T13:36:24.000Z
1153,husnasuhaili,"@ainathrh_ yes, banjir especially belah pantai sebab ban pecah. kat Tanjung pun air lebih dari ban. tu habis banjir Tanjung @The_Dreamers97",2016-09-19T13:36:05.000Z
1154,ferrahyus,Apedaaaaaa group operation bahan aku pasal banjir. Wei tak adil hahaa,2016-09-19T13:35:58.000Z
1155,Adolf_Zog,Ya Allah ini salah siapa kok kantor koko yg paling hebat atasi banjir bisa tergenang https://t.co/u75YIYU42y,2016-09-19T13:35:54.000Z
1156,eptaridiana,Cinta @yukikatou2 divonis kebutaan permanen baru aja mulai udah banjir disini 😭😭 @ASPCINTAYANGTER #CintaYangTertukarEps22,2016-09-19T13:35:28.000Z
1157,cidologciamis,Banjir Dasyat Paling Mengerikan Terjadi di Desa Ciparay Cidolog Ciamis: https://t.co/yhnkI3IihK melalui @YouTube,2016-09-19T13:35:03.000Z
1158,mohamadhalimi6,"Ahok dewa hujan dia yg ngatur , klo banjir lu yg salah bukan ahok. https://t.co/YYemDI6WLB",2016-09-19T13:33:59.000Z
1159,JKRMalaysia,"Rujuk Laman Public Infobanjir JPS Malaysia untuk informasi berkaitan amaran aras air, hujan lebat serta banjir:

https://t.co/8cUBsCegtD",2016-09-19T13:33:29.000Z
1160,HarryRidwan_AY,Minta z kartu anti banjiir...siape tw lgsg terataasii banjir nya 😁😁 https://t.co/7pFfMOSGHI,2016-09-19T13:33:19.000Z
1161,heyyArm_,Banjir dgn substation ni ada kena mengena tak? 😫,2016-09-19T13:33:17.000Z
1162,syfqhturidi,@jue_Lexy08 hahahaha! Elak esok juha tengok jalan banjir je ni. Risau nak gerakkkkkk.,2016-09-19T13:32:52.000Z
1163,dimasprakbar,"Pasukan orange baru ada di era Ahok. Banjir balaikota juga baru ada di era Ahok. Bener gak ? Saya nanya lho, bukan menghakimi",2016-09-19T13:31:36.000Z
1164,androzmedaa,Kurang kegiatan mereka ya? Udah tau banjir ttp tawuran wkwkwkkw https://t.co/0y3IM2znf3,2016-09-19T13:31:28.000Z
1165,syahidahzalani,Okay esok redah banjir lagi 🌧🌊,2016-09-19T13:30:54.000Z
1166,syahidahzalani,Okayy esok redah banjir lagi 🌧🌊☁️,2016-09-19T13:30:29.000Z
1167,bhudifc,Cikarang segala banjir wkwm,2016-09-19T13:30:21.000Z
1168,sugaabru,"kji dibilang asem wey
.
.
.
kek jemuran kena banjir https://t.co/wd6UQMM91v",2016-09-19T13:30:13.000Z
1169,dimasprakosooo,Jangan Salahkan Hujan jika Banjir https://t.co/hS4Vbx0ZLs,2016-09-19T13:30:06.000Z
1170,flinstone_mr,"Nuduh @Yusrilihza_Mhd ga py program, tp program banjir @basuki_btp ga keliatan, nuding tuh 3 jari ke Lo sendiri https://t.co/KJzjRz0c9I",2016-09-19T13:29:58.000Z
1171,nvrhakim,Esok confirm banjir ke?,2016-09-19T13:29:50.000Z
1172,DianaMasayu,"Gub. gagal total tp g punya malu, mo nyalahin siapa lg, rmh wong cilik yg ktnya bikin banjir sdh digusur semua kan? https://t.co/B4uAAQzcPo",2016-09-19T13:29:23.000Z
1173,lutunggunung29,Melasi temen kue yah ramane @jokowi .langganan koh banjir 😢 @teguh_har @DPR_RI @KemenDesa @Ndon08 @SBYudhoyono https://t.co/I48OLxMvfV,2016-09-19T13:29:17.000Z
1174,puteridarwinaa,"Banyak kenangan sofa tu. Tempat aku main rumah2, buat kete main ngn sedara. hahaha. hanyut dah dlm banjir sofa ni ha https://t.co/ctMMiUH28N",2016-09-19T13:29:01.000Z
1175,RAHMAN61555079,"Itu banjir bkn sembarang banjir , tp itu ajab dr Allah ...biar umat islam mikir https://t.co/0O4YS74fGU",2016-09-19T13:29:01.000Z
1176,didimening,"@dimas_wid @kompascom @basuki_btp 
pdhl dia prnh janji dlm 2 th menjabat wagub mslh banjir di jakarta akan terselesaikan......preeeeeeeetttt",2016-09-19T13:28:32.000Z
1177,bhudifc,Et buset segala banjir,2016-09-19T13:28:30.000Z
1178,awatifzubit,@atoklehan tokk kampung banjir ka uiii ? https://t.co/CcGtd8A74z,2016-09-19T13:28:13.000Z
1179,ieQaroslan94,@akmaliyahzainal kira banjir jugak la ni. hahah. tangki kolej blok aku pecah. pastu air pon takde. sobsobsob,2016-09-19T13:27:58.000Z
1180,didimening,"@dimas_wid @kompascom @basuki_btp wkt jkt di kelilingi banjir Ahok blg ""dewa aja ga bs atasi banjir""",2016-09-19T13:27:45.000Z
1181,fhatinton,"@nurulnajwa_K hahaha tengok lahh. Kalau tak banjir, aku pergi lah hahahaha",2016-09-19T13:27:06.000Z
1182,IbankV,"Dan balekota pun tergenang banjir sepuluh sentimeteran ye..
Duhh..",2016-09-19T13:27:06.000Z
1183,callmrGRAY,"Iyadeh lucu, daripada banjir lewat nanti. Takut nangis doang sih https://t.co/SIvyabNLS8",2016-09-19T13:27:05.000Z
1184,bernardtan2014,"Emg sdh byk wilayah DKI yg bebas banjir kok. Situ aj yg gk tau, jauh sih di  NTB https://t.co/mT1r6RcQS3",2016-09-19T13:27:00.000Z
1185,syfqhturidi,@jue_Lexy08 haah klang. Mmg banjir lah pagi td 3 tempat tak blh lalu. Kita bgtau hr dia ckp nanti awk beli sampan tau hahahahahahaha,2016-09-19T13:26:40.000Z
1186,didienAZHAR,"Ternyata, Ahok itu 'tong kosong nyaring bunyinya'... Soal beresin banjir Jakarta saja dia selalu ngeles dan cari wedus ireng!?",2016-09-19T13:26:31.000Z
1187,arieparikesit,Oh jadi banjir kayak makan nasi soto ? https://t.co/nEZzLB7idE,2016-09-19T13:26:08.000Z
1188,_akmalsyahiran_,"@iqamursit tu saya pelik kalau awak kat atas banjir,mesti saya yang kat bawah ni dah lemas",2016-09-19T13:25:25.000Z
1189,chuk_prasetyo,Ojo dolan ndono kak @gambeng19 lagi banjir wkwkwkw https://t.co/i2LT8qifw4,2016-09-19T13:24:29.000Z
1190,allanapriyanto,Terowongan Sunan Giri Karang Tengah Banjir  https://t.co/DP9RJGm79z https://t.co/UW4HbrWxBp,2016-09-19T13:24:12.000Z
1191,Nadydev,Nengok keluar uda banjir aja.,2016-09-19T13:24:00.000Z
1192,b2erbie,@blackuin @CHENGXlAO @jinreyc @juwleit @peliuncez @shnyeeun_ @rlsharley @ayiurl @exdbaby ini apaan sih? Baru on udh banjir mentab gua,2016-09-19T13:23:07.000Z
1193,TPK_RI,"Kebangetan, bilang ""Banjir Jakarta bisa diatasi kalo Jokowi jadi Presiden"". Eh malah banjir tambah PARAH. Kantor gubernur saja kena banjir.",2016-09-19T13:22:38.000Z
1194,syfqhturidi,@jue_Lexy08 weh! Rumah yen banjir. Dah lah smlm kita tidur rumah dia.,2016-09-19T13:22:23.000Z
1195,jawabarat_info,"INFO JABAR | Banjir dan Longsor Masih Mengancam, Ini Catatan BNPB Terkait Bencana di Tasik… https://t.co/gMlPm03Tkh",2016-09-19T13:21:49.000Z
1196,cincaHusnaaa,rinduuu jugakkk 😭😭😭😭 banjir wehh banjir https://t.co/uR0xlnrddD,2016-09-19T13:21:40.000Z
1197,alievqhaa,"Banjir terparah di rumah
Udah sebetis meennnn 😩😩 [pic] — https://t.co/Ux4RY5PR81",2016-09-19T13:21:26.000Z
1198,zaqia1995,@shiqienmozahr dah psis banjir kilat..haha,2016-09-19T13:20:37.000Z
1199,NoorulFatin,@totokelabu mestilah daripada dorang kahwin sampai anak2 da bsr pnjg tapi ta pernah kena banjir..yg ni takut terjadi PLKN,2016-09-19T13:20:24.000Z
1200,NajisBingits,"Katanya punya kamu motor bebek, giliran kena banjir kok nggak bisa berenang? :D",2016-09-19T13:19:24.000Z
1201,maz_doels,"Waduh..banjir pa genangan tuh min?
Bisa di amuk teroris socmed ente ntar..😊😊😊 https://t.co/ZbbGzMjBsr",2016-09-19T13:19:18.000Z
1202,FarahSyahiraaa,Pecite ni poli banjir ke?,2016-09-19T13:19:06.000Z
1203,BrataRobinto,@Bg_MarOne @bang_dw @lingkarannews makanya dia gak mau cuti...lagi seneng2nya ngepel bekas banjir,2016-09-19T13:18:46.000Z
1204,naimullahnoor,Kalau doa harap esok banjir biadap tak nama nya?hurmmm.,2016-09-19T13:18:40.000Z
1205,sekaiyang,"hari emosional sekali,  nonton video anak siriah aja nangis banjir huhu",2016-09-19T13:18:24.000Z
1206,Leli53409954,"Kantor @basuki_btp Banjir, sinyal alam bhwa AHOK akan di keroyok olh warga Jakarta >> Ahok dilemapari Batu > https://t.co/dXzZxU6RLj",2016-09-19T13:18:18.000Z
1207,Yayaaaam,Apak poli aq banjir dohhhh https://t.co/7HQLQqcVc1,2016-09-19T13:18:17.000Z
1208,dimasprakbar,"Balaikota DKI banjir,,apa itu pertama kali dlm sejarah ? Pernah terjadi pada gubernur2 sblmnya ? Mohon info",2016-09-19T13:17:58.000Z
1209,iyutVB,"...Tadi mau nonton Warkop Reborn, feeling bakal banjir. Keputusan tepat liat jalanan kek gini... (``,) https://t.co/izCqXe59hP",2016-09-19T13:17:31.000Z
1210,knockookie,@btstaekimv kebaca banjir,2016-09-19T13:17:18.000Z
1211,_akmalsyahiran_,@iqamursit awak selamat ke? dengar cite banjir,2016-09-19T13:17:11.000Z
1212,flinstone_mr,Program kerja @basuki_btp atasi banjir mn? https://t.co/5cect9oSti,2016-09-19T13:16:42.000Z
1213,TofaLemon,"JANGAN ada pikiran setelah mesjid dibangun di kantor, kemudian tuhan mau bendung banjir.",2016-09-19T13:16:35.000Z
1214,sr_jho,Beberapa titik perumnas tangerang banjir....,2016-09-19T13:15:46.000Z
1215,renyaiswift,@azmi_dzulkifly lap pakai tuala mandi ni. banjir dah,2016-09-19T13:15:29.000Z
1216,sharieallshop,Banjir,2016-09-19T13:15:23.000Z
1217,OdyiusJacare,@triwul82 woow banjir,2016-09-19T13:15:11.000Z
1218,AmalinaNazhifa,hari hari air mata 😂 banjir usm bab kata @mimiazman93,2016-09-19T13:14:47.000Z
1219,zahracatyla,banjir bukanlah musibah..bila pembangunan aliran air/sungai ditingkatkan.....siapa yg bertggjwb masalah ini..ya.....,2016-09-19T13:14:43.000Z
1220,zainzariff,Sape yg sedih sangat aq balik pahang ni woi nanges sampai banjir ni,2016-09-19T13:14:34.000Z
1221,Dunia_Berita,Banjir Rendam Jalan Percetakan Negara https://t.co/SXyqPdi6Aa,2016-09-19T13:14:32.000Z
1222,reszkioktav,"ujan deres tiap malem, banjir nyampe keranjang nih.",2016-09-19T13:14:24.000Z
1223,indtari,Setelah lolos dari banjir kiriman eh angkotnya mogok pas udah mau sampai rumah. Abaaaang... mogoknya ntar ajaa. 😭😓,2016-09-19T13:14:21.000Z
1224,nzlsyzwn_,Pehal do tetiba mata banjir shit,2016-09-19T13:14:18.000Z
1225,a22gung,Ajaib. Cikarang dikepung banjir.,2016-09-19T13:14:15.000Z
1226,ipay_bmg,"Banjir di cikarang... (with Gati, Ayhi Bt9, and yusni) [vid] — https://t.co/1IcAcbigy1",2016-09-19T13:13:57.000Z
1227,TehBaru_,"bener kan, banjir😅💩",2016-09-19T13:13:38.000Z
1228,FerryNLangelo,Lippo Cikarang kota bebas banjir di Timur Jakarta  hr ini banjir lagi. @jawabaratupdate @CNNIndonesia @SindoRCTI https://t.co/gxK88INZtW,2016-09-19T13:13:10.000Z
1229,didimening,@NaviAgustina @bengkeldodo @kompascom @basuki_btp MASIH BANJIR HOOK...!! Katanya 2 th menjabat mslh banjir jkt akan terselesaikan...preeeett,2016-09-19T13:13:09.000Z
1230,zahracatyla,pelebaran jaran raya dibangun dimana mana tapi...tidak diimbangi pelebaran alira air/sungai...ntar kalau banjir  pada bingung....,2016-09-19T13:12:59.000Z
1231,fajarrusalem,"message di wasap masuk banjir, jam di handheld langsung ganti sendiri, bisa sampe gitu efeknya ya,",2016-09-19T13:11:49.000Z
1232,amrirumi,banjirpun datang ke kantor ahok. ahok hebat bisa ngatasin banjir jakarta.. :-D https://t.co/JSLocvH5Q6,2016-09-19T13:11:28.000Z
1233,SyiraSyakila,"Tengok gambar gambar banjir ni, risaunya. Moga mereka & kita selalu dipelihara 😞",2016-09-19T13:11:05.000Z
1234,dw_indonesia,Ibukota Bangladesh Banjir Darah https://t.co/ZWSke25pBn via @dw_indonesia,2016-09-19T13:10:33.000Z
1235,NoorulFatin,Alahai...banjir ni bt aku tak sng duduk..nk ajak mak ayah duduk shah alam dgn aku dorang taknak tinggal rumah,2016-09-19T13:07:59.000Z
1236,zxsofea_,Tadi nak masuk sekolah pon terpaksa bukak kasut redah banjir lel,2016-09-19T13:07:56.000Z
1237,jisoolution,jakarta lemah banget sih. kena ujan dikit langsung banjir.,2016-09-19T13:06:57.000Z
1238,Gdrdiansyahputr,What the Fuck Banjir Lagi -_- :(,2016-09-19T13:06:51.000Z
1239,elfizal,Semoga segera sadar ada banjir di Balai kota https://t.co/4hQyBt3Ttj,2016-09-19T13:06:45.000Z
1240,sue_leyza,"@_azihi xdak la banjir mcm kt kota, air masuk rumah sikit ja, tp jenuh gak la nak kaut buang😅",2016-09-19T13:06:01.000Z
1241,miftah_q,"Untuk Mengantisipasi Banjir Gubernur DKI Jakarta "" JOKOWI """,2016-09-19T13:05:45.000Z
1242,_surideeva,nunggu banjir surut > jam perkuliahan.,2016-09-19T13:05:34.000Z
1243,zahracatyla,"buat pemimpin dan pejabat negara:sangatlah penting pengadaan aliran air/sungai diantara jalan raya, dan pemukiman warga, ben ra banjir......",2016-09-19T13:05:27.000Z
1244,kxdvra_,@aypinksne serius? Serius nalangin banjir sama pak ahok?,2016-09-19T13:05:13.000Z
1245,AdjiEins,"Kode alam? Tuduh warga miskin penyebab banjir, kini kantormu digeruduk air eh banjir https://t.co/lH726UMv7j",2016-09-19T13:04:33.000Z
1246,exoblak,@Sulli03659660 kek jakarta ae banjir mulu😅,2016-09-19T13:04:25.000Z
1247,brrrkangmin,dah lama ga buka wattpad. skrng wp banjir ff nctdream,2016-09-19T13:04:20.000Z
1248,ANajwaKhalid,"@Twt_weddingmy tu yg tak sanggup lagi hehe. kalau dgr dah meleleh, belum kena suruh baca😭 banjir",2016-09-19T13:03:12.000Z
1249,megono,Banjir di Kabupaten Pekalongan Makin Parah - Radar Pekalongan https://t.co/tooKjuBHpB,2016-09-19T13:03:07.000Z
1250,lailijais,@zbrzlhfz tempat lain i tak sure teruk mana tapi byk jugak tempat yg banjir. Yg pasti northport banjir.,2016-09-19T13:02:38.000Z
1251,Matahar64514971,"@bernardtan2014 @rendyadika @sahaL_AS @ssirah @detikcom @temanAhok @basuki_btp cm DKI yg gub_nya koar2 blg bebas banjir, tp faktanya kele2p!",2016-09-19T13:02:32.000Z
1252,rememorari,proceed lottery buat 23q kalau dapet wa bisa banjir air mata,2016-09-19T13:01:43.000Z
1253,urbancikarang,20.00 Jl. Kedasih Raya dan Kasuari Raya banjir imbas meluap Kali Cilemahabang banjir kiriman https://t.co/LOcxjY6GWA Video: @SenoajiAS,2016-09-19T13:01:23.000Z
1254,_ndmkay,Poli ku banjir. Bg la seminggu class cancel,2016-09-19T13:01:07.000Z
1255,Cuqzs,Amaran banjir,2016-09-19T13:00:37.000Z
1256,naufalkhuzairey,@suhanrzn hahaha yeke selalu je selisih adeh jangan jadikan banjir alasan pls hahaha😂,2016-09-19T12:59:33.000Z
1257,PRFMnews,"19.58: RT @endang_sutani: Kawasan Ciwastra banjir.
https://t.co/7EY2IK0vTU",2016-09-19T12:58:43.000Z
1258,OdyiusJacare,@anakpejompongan pertama banjir kemang bhahahahha,2016-09-19T12:58:27.000Z
1259,Muhaiminzulkifl,Poli aku banjir sampai masok tv tak nak tambah cuti seminggu lagi ke? 🤔,2016-09-19T12:57:48.000Z
1260,endang_sutani,"@PRFMnews Ciwastra banjir, segini sdh surut https://t.co/UrNEe7mfoD",2016-09-19T12:56:26.000Z
1261,syaichigo,@sharmeenfaruq @Urulnurulhuda28 NI MESTI BANJIR! HAHAHHAHAHA,2016-09-19T12:56:09.000Z
1262,somijtax,Kurang ngejaga kelestarian lingkungan sih makanya banjir kan https://t.co/PHk0L9nHy6,2016-09-19T12:56:02.000Z
1263,elissyakira,@msyafiqizam bukanlaaa nak cakap banjir huwaa kg i banjir 😭,2016-09-19T12:55:43.000Z
1264,somijtax,Iiih got nya pasti gabersih nih makanya bisa banjir https://t.co/PHk0L9nHy6,2016-09-19T12:55:33.000Z
1265,infokaltim,BPBD Beber Banjir yang Hantui Kota Bontang - Klik Bontang (Siaran Pers) https://t.co/6dgbZa6wGY #bontang,2016-09-19T12:55:29.000Z
1266,NaBaharun,Aku tak pasti pahal dak dak ni excited sgt poli masuk berita padahal nk banjir kot hm 😂,2016-09-19T12:55:23.000Z
1267,somijtax,Ga pake bendungan sih makanya banjir https://t.co/PHk0L9nHy6,2016-09-19T12:55:13.000Z
1268,OdyiusJacare,@Cerly_queen se indonesia tau kl cm gub jkt sa'at ini banjir b blg genangan,2016-09-19T12:55:01.000Z
1269,somijtax,Kalo banjir ditambal aja https://t.co/PHk0L9nHy6,2016-09-19T12:54:55.000Z
1270,jang_ebod,"Tenaaang ""cuma"" semata kaki orang dewasa . Bukan banjir , genangan air ! https://t.co/4Z3PG3b2Cv",2016-09-19T12:54:04.000Z
1271,chanyeoltax,"Mt banjir, puyeng -_-",2016-09-19T12:54:01.000Z
1272,black_spyder99,@Restyies @RadioElshinta  skrg kecebongnya lgi pd asyik berenang menikmati banjir sambil naikin puing2 bangunan yg ambruk,2016-09-19T12:53:39.000Z
1273,tomy_hidayat,@urbancikarang banjir dicikarang baru..,2016-09-19T12:53:34.000Z
1274,SinarOnline,KPM sedia hadapi bencana banjir ketika peperiksaan https://t.co/3s55AwMIqQ https://t.co/WetfAl7aKT,2016-09-19T12:53:30.000Z
1275,NisaSazlee,"Klang banjir. Allah, please protect us",2016-09-19T12:52:44.000Z
1276,semenku,Beton poros memiliki pori-pori besar sehingga mampu menyerap dan mengembalikan air ke tanah serta mencegah risiko banjir. #ConcreteShow2016,2016-09-19T12:52:14.000Z
1277,SyazaaaYusuf,Risau lah parit kat depan rumah kita ni pun mcm beria je banjir dia 🤔,2016-09-19T12:51:54.000Z
1278,aizuddnn,Teruknya banjir pantai remis,2016-09-19T12:51:51.000Z
1279,thepetercat,@snowblossomy aku jg sukanya sampe banjir gt nasinya TP GA SAMPE KAYA BUBUR IH DES emgnya masih enak....,2016-09-19T12:51:46.000Z
1280,seketul_ikhmal,"Bila makan tomyam kat kedai mamak, konsep kuah banjir digunapakai.... https://t.co/nTDfhTUAuD",2016-09-19T12:50:55.000Z
1281,anissuhaimy,"baru semalam picnic kt morib,tgk2 harini dh banjir",2016-09-19T12:50:52.000Z
1282,aliep_budy,@ganjarpranowo @BPBDBanyumas @ir_achmadhusein @PemkabBanyumas banjir X ini paling parah pak.hampir 1kcmtan kemranjen dan sebgian clp,2016-09-19T12:50:33.000Z
1283,cnm_saw,"SEMPAT BERSINAR, KEADAAN TERMINAL 3 MAKIN MEMPRIHATINKAN....

Mulai dari banjir dan kini salah satu plafon... https://t.co/itZHfk8IzB",2016-09-19T12:50:27.000Z
1284,NaBaharun,Ustaz dkt masjid ni buat solat hajat sebab malam ni dijangka ribut kuat sampai banjir teruk. Allahu. Minta minta dijauhkan 😢😢😢,2016-09-19T12:50:19.000Z
1285,grintsnape,"@huzzzaann lagi si bojongsoang city,mudah2an g banjir @PRFMnews",2016-09-19T12:49:51.000Z
1286,edi22rohaedi,@PRFMnews bang kalo di dayeuh kolot banjir ngga?,2016-09-19T12:48:57.000Z
